Event_name,Event_type,Event_dates,Event_start_times,Event_time_zone,Venues,City,States,Address,Latitude,Longitude,Additional_info,Ticket_limits,Age_restrictions,Parking,Accesibility,Last_Purchase_Date
FMX World Tour: The Stars of Freestyle Motocross,Sports,2024-04-12,19:30:00,America/Toronto,The Arena at TD Place,Ottawa,Ontario,1015 Bank St.,45.3989201,-75.685511,"Net Capacity: 3,016",There is an overall 9 ticket limit for this event.,False,Parking is available for most TD Place Arena events. Pricing will vary based on the events. Please reach out to the box office for more details.,"To purchase accessible seating, please email the Td Place Box Office at boxoffice@tdplace.ca and a ticketing representative will contact you within the two business days.",2024-04-12 21:30:00
Lions de Trois-Rivieres V Worcester Railers - Vendredis DJ - SDJTR,Sports,2024-04-12,19:00:00,America/Toronto,Colisée Vidéotron,Trois-Rivieres,Quebec,"6000, rue du Colisée",46.34786,-72.55876,nan,Cet événement a une limite de 8 billets.,False,nan,nan,2024-04-12 19:00:00
Calgary Wranglers vs. Abbotsford Canucks,Sports,2024-04-12,19:00:00,America/Edmonton,Scotiabank Saddledome,Calgary,Alberta,555 Saddledome Rise SE,51.0385626,-114.0524879,nan,nan,False,There is limited pay parking on the grounds. It is advisable to park at an LRT lot and take the train.,Accessible Seating: Wheelchair areas are: Sections 103-105 - attendant can sit beside wheelchair Sections 218 and 220 - attendant must sit behind wheelchair. Wheelchairs cannot be placed in the FLOOR section due to fire regulations. The Wheelchair or Handicap entrance is located on the North East side of the Scotiabank Saddledome. Handicap parking is at the 5th street entrance. Hearing Devices: None.,2024-04-12 19:00:00
Toronto Blue Jays vs. Colorado Rockies,Sports,2024-04-12,19:07:00,America/Toronto,Rogers Centre,Toronto,Ontario,1 Blue Jays Way,43.6417384,-79.3917447,"39,150 Fans in attendance agree to abide by the health and safety measures in effect at the time of the event. Visit bluejays.com/knowbeforeyougo for venue/gameday information. Tickets will be delivered digitally and can be managed beginning March 1, 2024. As a Blue Jays ticket purchaser, you may receive customer service messages via email from the Toronto Blue Jays including optional surveys regarding your baseball experience. The ticket purchaser must forward individual tickets to each person in their group; learn more at bluejays.com/tickethelp. Visit bluejays.com/tickets for additional ticket product information, including groups. By completing your purchase of a Toronto Blue Jays ticket, you expressly acknowledge and agree to the applicable 2024 Toronto Blue Jays Ticket Terms & Conditions.",There is an overall 11 ticket limit for this game.,False,There are several independently owned parking facilities located within walking distance of Rogers Centre. Prices and availability are managed by the individual proprietors and are not connected with the Blue Jays organization. A limited number of parking spaces are available in the Rogers Centre underground lot for guests with accessibility needs. Reservations are required on game/event days and can be made by calling 416-341-1540. Please have your disability permit number handy for bookings. Cashless payment is required.,"Accessible seats are subject to the same onsale schedules and ticket availability as standard seating and are sold on a first-come, first-served basis. Fans requiring an accessible seat may also purchase up to three additional seats for their companions (subject to availability) unless otherwise restricted by event-level ticket limits. Fans with accessible needs may enter Rogers Centre through any open gate. Fans requiring accessible support are encouraged to enter through Gate 7, the designated accessible located on the south side of the building (along Bremner Boulevard). Rogers Centre is proud to be a Sensory Inclusive Certified venue by KultureCity. Sensory Bags are available at any Fan Services location. A Sensory Room can also be found at Section 212 behind Fan Services. Additional Info: bluejays.com/accessibility",2024-04-12 21:07:00
Grand Slam of Curling Players' Championship 2024 - Draw 15,Sports,2024-04-12,19:00:00,America/Toronto,Mattamy Athletic Centre,Toronto,Ontario,50 Carlton Street,43.662182,-79.38037,"Net Capacity: 2,555",nan,False,"There are several paid public parking lots in the area of the Mattamy Athletic Centre. Please note that spaces are limited, and are subject to availability. Visit https://www.mattamyathleticcentre.ca/plan-your-visit/parking-and-drop-off for more information.","The Mattamy Athletic Centre has Accessible Seating available in the Arena and the Court. Accessible Seating can be purchased online. For more information on Accessible Seating, please call 416-598-5972 or email mactickets@torontomu.ca.",2024-04-12 19:00:00
Grand Slam of Curling Players' Championship 2024 - Draw 14,Sports,2024-04-12,15:00:00,America/Toronto,Mattamy Athletic Centre,Toronto,Ontario,50 Carlton Street,43.662182,-79.38037,"Net Capacity: 2,555",nan,False,"There are several paid public parking lots in the area of the Mattamy Athletic Centre. Please note that spaces are limited, and are subject to availability. Visit https://www.mattamyathleticcentre.ca/plan-your-visit/parking-and-drop-off for more information.","The Mattamy Athletic Centre has Accessible Seating available in the Arena and the Court. Accessible Seating can be purchased online. For more information on Accessible Seating, please call 416-598-5972 or email mactickets@torontomu.ca.",2024-04-12 15:00:00
Grand Slam of Curling Players' Championship 2024 - Draw 13,Sports,2024-04-12,11:00:00,America/Toronto,Mattamy Athletic Centre,Toronto,Ontario,50 Carlton Street,43.662182,-79.38037,"Net Capacity: 2,555",nan,False,"There are several paid public parking lots in the area of the Mattamy Athletic Centre. Please note that spaces are limited, and are subject to availability. Visit https://www.mattamyathleticcentre.ca/plan-your-visit/parking-and-drop-off for more information.","The Mattamy Athletic Centre has Accessible Seating available in the Arena and the Court. Accessible Seating can be purchased online. For more information on Accessible Seating, please call 416-598-5972 or email mactickets@torontomu.ca.",2024-04-12 11:00:00
Grand Slam of Curling Players' Championship 2024 - Draw 12,Sports,2024-04-12,07:30:00,America/Toronto,Mattamy Athletic Centre,Toronto,Ontario,50 Carlton Street,43.662182,-79.38037,"Net Capacity: 2,555",nan,False,"There are several paid public parking lots in the area of the Mattamy Athletic Centre. Please note that spaces are limited, and are subject to availability. Visit https://www.mattamyathleticcentre.ca/plan-your-visit/parking-and-drop-off for more information.","The Mattamy Athletic Centre has Accessible Seating available in the Arena and the Court. Accessible Seating can be purchased online. For more information on Accessible Seating, please call 416-598-5972 or email mactickets@torontomu.ca.",2024-04-12 07:30:00
Grand Slam of Curling Players' Championship 2024 - Weekend Package,Sports,2024-04-12,19:00:00,America/Toronto,Mattamy Athletic Centre,Toronto,Ontario,50 Carlton Street,43.662182,-79.38037,"Weekend Package includes the final 6 draws (Friday evening draw, all Saturday draws and all Sunday draws) Net Capacity: 2,555",There is an overall 8 ticket limit for this event.,False,"There are several paid public parking lots in the area of the Mattamy Athletic Centre. Please note that spaces are limited, and are subject to availability. Visit https://www.mattamyathleticcentre.ca/plan-your-visit/parking-and-drop-off for more information.","The Mattamy Athletic Centre has Accessible Seating available in the Arena and the Court. Accessible Seating can be purchased online. For more information on Accessible Seating, please call 416-598-5972 or email mactickets@torontomu.ca.",2024-04-09 09:00:00
2024 Canadian Ringette Championships - FRIDAY APRIL 12 DAY PASS,Sports,2024-04-12,08:00:00,America/Halifax,UNIplex - City of Dieppe,Dieppe,New Brunswick,450 Rue du College,46.09996,-64.741692,nan,nan,False,nan,nan,2024-04-12 23:00:00
Swimming Canada / Natation Canada,Sports,2024-04-13,09:30:00,America/Toronto,Toronto Pan Am Sports Centre,Toronto,Ontario,Military Trail and Morningside Avenue,43.789302,-79.194417,nan,nan,False,nan,nan,2024-04-13 21:30:00
Atlético Ottawa vs. York United FC,Sports,2024-04-13,13:00:00,America/Toronto,The Stadium at TD Place,Ottawa,Ontario,1015 Bank Street,45.39911174,-75.68335822,"Net Capacity: 6,419",There is an overall 9 ticket limit for this event.,False,nan,"To better accommodate your needs, TD Place Stadium has requested that all special seating accommodations be solicited only through their representatives. Please contact a TD Place Stadium representative for further help with your ticket purchase.* Advance ticket purchase may be required. * Box office information is subject to change.",2024-04-13 15:00:00
Pacific FC vs. HFX Wanderers FC,Sports,2024-04-13,16:00:00,America/Vancouver,Starlight Stadium,Victoria,British Columbia,1089 Langford Parkway,48.442834,-123.520995,nan,nan,False,"Complimentary parking is available in Langford on a first come, first served basis.","ADA seats are available in the following sections: 102, 106, 108, 112. For Pacific FC inquires please call 778-584-6732, and for Rugby Canada inquiries please call 778-379-5770",2024-04-13 17:00:00
